query,true_domain,pred_domain,true_intent,pred_intent,true_endpoint,pred_endpoint,true_parameters,pred_parameters,true_ontology,pred_ontology,domain_correct,intent_correct,endpoint_correct,parameter_correct,ontology_correct,full_correct
"Reserve hotel RESORT-88; guest name Sophie Martin, stay length 6 nights.",Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=RESORT-88;guestName=Sophie Martin;nights=6,hotel=RESORT-88;guest_name=Sophie Martin;stay_length=6,BookHotel,BookHotel,True,True,True,False,True,False
Book hotel INN-200 so Ravi Patel has it for 3 nights.,Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=INN-200;guestName=Ravi Patel;nights=3,hotelId=INN-200;guestName=Ravi Patel;nights=3,BookHotel,BookHotel,True,True,True,True,True,True
"Hold a room at SUITES-55 for Elena Popescu, 2 nights.",Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=SUITES-55;guestName=Elena Popescu;nights=2,hotel=SUITES-55;guest=Elena Popescu;nights=2,BookHotel,BookHotel,True,True,True,False,True,False
Finalize Chris Evans's stay at BEACH-40 for 10 nights.,Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=BEACH-40;guestName=Chris Evans;nights=10,hotel=BEACH-40;duration=10;guest=Chris Evans,BookHotel,BookHotel,True,True,True,False,True,False
Make sure Amara Diallo has lodging at MANOR-15 for 3 nights.,Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=MANOR-15;guestName=Amara Diallo;nights=3,hotel=MANOR-15;nights=3;guest=Amara Diallo,BookHotel,BookHotel,True,True,True,False,True,False
Lock in VISTA-22 for Omar Hassan over 5 nights.,Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=VISTA-22;guestName=Omar Hassan;nights=5,hotelId=VISTA-22;guestName=Omar Hassan;nights=5,BookHotel,BookHotel,True,True,True,True,True,True
Search product options for wireless headphones under $100.,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=wireless headphones;maxPrice=100,query=wired headphones;max_price=100,SearchProduct,SearchProduct,True,True,True,False,True,False
Find me product results for running shoes in sports.,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=running shoes;category=sports,query=running shoes;category=sports,SearchProduct,SearchProduct,True,True,True,False,True,False
Show products matching laptop under $800.,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=laptop;maxPrice=800,query=laptop;max_price=800,SearchProduct,SearchProduct,True,True,True,False,True,False
Look up product listings for coffee maker in kitchen.,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=coffee maker;category=kitchen,query=coffee maker;category=kitchen,SearchProduct,SearchProduct,True,True,True,False,True,False
Browse products for yoga mat under $50.,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=yoga mat;maxPrice=50,query=yoga mat;max_price=50,SearchProduct,SearchProduct,True,True,True,False,True,False
I am looking for product choices: gaming chair.,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=gaming chair,query=gaming chair,SearchProduct,SearchProduct,True,True,True,False,True,False
What product options do you have for noise-cancelling earbuds in electronics?,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=noise-cancelling earbuds;category=electronics,query=noise-cancelling earbuds;category=electronics,SearchProduct,SearchProduct,True,True,True,False,True,False
Pull up product matches for ergonomic office desk under $300.,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=ergonomic office desk;maxPrice=300,query=ergonomic office desk;max_price=300,SearchProduct,SearchProduct,True,True,True,False,True,False
Help me shop for winter jacket in clothing.,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=winter jacket;category=clothing,query=winter jacket;category=clothing,SearchProduct,SearchProduct,True,True,True,False,True,False
Can you show alternatives for portable Bluetooth speaker?,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=portable Bluetooth speaker,query=portable Bluetooth speaker,SearchProduct,SearchProduct,True,True,True,False,True,False
I need ideas for buying vitamin supplement in health under $30.,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=vitamin supplement;category=health;maxPrice=30,category=health;max_price=30,SearchProduct,SearchProduct,True,True,True,False,True,False
Point me toward decent robot vacuum cleaner.,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=robot vacuum cleaner,query=robot%20vacuum%20cleaner,SearchProduct,SearchProduct,True,True,True,False,True,False
Give me the product details for P-1023.,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=P-1023,productId=P-1023,GetProductDetails,GetProductDetails,True,True,True,True,True,True
Show full information for product SKU-44891.,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=SKU-44891,sku=SKU-44891,GetProductDetails,GetProductDetails,True,True,True,False,True,False
What are the product specs and details for PROD-772?,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=PROD-772,productId=PROD-772,GetProductDetails,GetProductDetails,True,True,True,True,True,True
Fetch product information for B00X9QH3EY.,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=B00X9QH3EY,productId=B00X9QH3EY,GetProductDetails,GetProductDetails,True,True,True,True,True,True
Open the details page for product ABC-990.,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=ABC-990,productId=ABC-990,GetProductDetails,GetProductDetails,True,True,True,True,True,True
Tell me the product information listed for ITEM-33052.,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=ITEM-33052,productId=ITEM-33052,GetProductDetails,GetProductDetails,True,True,True,True,True,True
I need details about product GADGET-7.,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=GADGET-7,productId=GADGET-7,GetProductDetails,GetProductDetails,True,True,True,True,True,True
Pull up product details and specs for ZXY-001.,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=ZXY-001,productId=ZXY-001,GetProductDetails,GetProductDetails,True,True,True,True,True,True
Let me inspect item CAT-5580 before buying.,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=CAT-5580,productId=CAT-5580,GetProductDetails,GetProductDetails,True,True,True,True,True,True
Give me the full rundown on PR-4455.,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=PR-4455,productId=PR-4455,GetProductDetails,GetProductDetails,True,True,True,True,True,True
"Before I decide, what is TECH-2210 exactly?",Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=TECH-2210,productId=TECH-2210,GetProductDetails,GetProductDetails,True,True,True,True,True,True
Show what comes with MODEL-X99.,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=MODEL-X99,model=MODEL-X99,GetProductDetails,GetProductDetails,True,True,True,False,True,False
Compare product P-100 and product P-200.,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=P-100;productId2=P-200,productId1=P-100;productId2=P-200,CompareProducts,CompareProducts,True,True,True,True,True,True
Compare product SKU-A001 with product SKU-B002.,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=SKU-A001;productId2=SKU-B002,sku1=SKU-A001;sku2=SKU-B002,CompareProducts,CompareProducts,True,True,True,False,True,False
What is the difference between product ITEM-55 and product ITEM-66?,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=ITEM-55;productId2=ITEM-66,product1=ITEM-55;product2=ITEM-66,CompareProducts,CompareProducts,True,True,True,False,True,False
Compare the features of PROD-300 versus PROD-400.,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=PROD-300;productId2=PROD-400,product1=PROD-300;product2=PROD-400,CompareProducts,CompareProducts,True,True,True,False,True,False
Compare the product features of GAD-X1 and GAD-X2.,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=GAD-X1;productId2=GAD-X2,product1=GAD-X1;product2=GAD-X2,CompareProducts,CompareProducts,True,True,True,False,True,False
Can you compare M-Alpha with M-Beta?,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=M-Alpha;productId2=M-Beta,product1=M-Alpha;product2=M-Beta,CompareProducts,CompareProducts,True,True,True,False,True,False
Show the product difference between LAPTOP-A and LAPTOP-B.,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=LAPTOP-A;productId2=LAPTOP-B,product1=LAPTOP-A;product2=LAPTOP-B,CompareProducts,CompareProducts,True,True,True,False,True,False
Help me compare product IDs PH-1 and PH-2.,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=PH-1;productId2=PH-2,productId1=PH-1;productId2=PH-2,CompareProducts,CompareProducts,True,True,True,True,True,True
How does CAM-100 stack up against CAM-200?,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=CAM-100;productId2=CAM-200,product1=CAM-100;product2=CAM-200,CompareProducts,CompareProducts,True,True,True,False,True,False
Show the tradeoffs between SHOE-RED and SHOE-BLUE.,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=SHOE-RED;productId2=SHOE-BLUE,product1=SHOE-RED;product2=SHOE-BLUE,CompareProducts,CompareProducts,True,True,True,False,True,False
I am torn between HDP-1 and HDP-2; help me decide.,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=HDP-1;productId2=HDP-2,product1=HDP-1;product2=HDP-2,CompareProducts,CompareProducts,True,True,True,False,True,False
"If I can only buy one, TV-50 or TV-65, what differs?",Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=TV-50;productId2=TV-65,product1=TV-50;product2=TV-65,CompareProducts,CompareProducts,True,True,True,False,True,False
Is product P-1023 currently available?,Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=P-1023,productId=P-1023,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True
Check availability for product SKU-77892.,Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=SKU-77892,SKU=SKU-77892,CheckProductAvailability,CheckProductAvailability,True,True,True,False,True,False
Is item PROD-550 in stock right now?,Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=PROD-550,productId=PROD-550,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True
Show the stock status and availability for product ITEM-9900.,Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=ITEM-9900,productId=ITEM-9900,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True
Verify product availability for GADGET-42.,Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=GADGET-42,productId=GADGET-42,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True
"Can product LAPTOP-PRO still be ordered, is it available?",Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=LAPTOP-PRO,productId=LAPTOP-PRO,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True
Do you have product MODEL-ZZ in stock?,Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=MODEL-ZZ,model=MODEL-ZZ;availability=UNKNOWN,CheckProductAvailability,CheckProductAvailability,True,True,True,False,True,False
"Before I visit the store, see if product SNEAKER-X is available.",Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=SNEAKER-X,productId=SNEAKER-X,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True
Tell me whether BOOK-1010 is still being sold.,Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=BOOK-1010,productId=BOOK-1010,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True
Is HEADSET-PRO ready to ship?,Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=HEADSET-PRO,productId=HEADSET-PRO,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True
Would checkout work for CAMERA-4K today?,Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=CAMERA-4K,productId=CAMERA-4K;date=today,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True
Can I actually buy WATCH-S5 now?,Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=WATCH-S5,productId=WATCH-S5;quantity=UNKNOWN,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True
Show me the product reviews for P-1023.,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=P-1023,productId=P-1023,GetProductReviews,GetProductReviews,True,True,True,True,True,True
Fetch customer reviews for product SKU-55009.,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=SKU-55009,sku=SKU-55009,GetProductReviews,GetProductReviews,True,True,True,False,True,False
What are the reviews saying about product PROD-887?,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=PROD-887,productId=PROD-887,GetProductReviews,GetProductReviews,True,True,True,True,True,True
Display reviews and ratings for product ITEM-340.,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=ITEM-340,productId=ITEM-340,GetProductReviews,GetProductReviews,True,True,True,True,True,True
Open the review section for product GADGET-9.,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=GADGET-9,productId=GADGET-9,GetProductReviews,GetProductReviews,True,True,True,True,True,True
What do customers say in reviews for product LAPTOP-ULTRA?,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=LAPTOP-ULTRA,productId=LAPTOP-ULTRA,GetProductReviews,GetProductReviews,True,True,True,True,True,True
Are buyers happy with product MODEL-K20? Show reviews.,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=MODEL-K20,model=MODEL-K20,GetProductReviews,GetProductReviews,True,True,True,False,True,False
Give me user reviews on product SNEAKER-PRO.,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=SNEAKER-PRO,productId=SNEAKER-PRO,GetProductReviews,GetProductReviews,True,True,True,True,True,True
How is HEADPHONE-360 rated by people who bought it?,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=HEADPHONE-360,productId=HEADPHONE-360,GetProductReviews,GetProductReviews,True,True,True,True,True,True
Let me see opinions from owners of TABLET-8.,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=TABLET-8,productId=TABLET-8,GetProductReviews,GetProductReviews,True,True,True,True,True,True
"Before buying CAMERA-DSLR, what is the crowd verdict?",Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=CAMERA-DSLR,product=CAMERA-DSLR,GetProductReviews,GetProductReviews,True,True,True,False,True,False
Does VACUUM-3000 have happy owners or complaints?,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=VACUUM-3000,productId=VACUUM-3000,GetProductReviews,GetProductReviews,True,True,True,True,True,True
Create an order for 2 units of PROD-001 for user U-555.,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=U-555;productId=PROD-001;quantity=2,productId=PROD-001;quantity=2;userId=U-555,CreateOrder,CreateOrder,True,True,True,True,True,True
Place an order for user ACC-102: 1 of SKU-840.,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=ACC-102;productId=SKU-840;quantity=1,userId=ACC-102;sku=SKU-840;quantity=1,CreateOrder,CreateOrder,True,True,True,False,True,False
Create order for 3 units of ITEM-770 for account USER-33.,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=USER-33;productId=ITEM-770;quantity=3,item=ITEM-770;quantity=3;account=USER-33,CreateOrder,CreateOrder,True,True,True,False,True,False
Place a purchase order for 5 of GADGET-X under U-987.,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=U-987;productId=GADGET-X;quantity=5,product=GADGET-X;quantity=5;user_id=U-987,CreateOrder,CreateOrder,True,True,True,False,True,False
Start and create a new order for user ACCT-500 with 1 of LAPTOP-22.,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=ACCT-500;productId=LAPTOP-22;quantity=1,userId=ACCT-500;productId=LAPTOP-22;quantity=1,CreateOrder,CreateOrder,True,True,True,True,True,True
I want to place an order for 4 of BOOK-55 for user USR-77.,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=USR-77;productId=BOOK-55;quantity=4,productId=BOOK-55;userId=USR-77;quantity=4,CreateOrder,CreateOrder,True,True,True,True,True,True
Create a purchase for BUYER-123: 2 pieces of MODEL-ZX.,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=BUYER-123;productId=MODEL-ZX;quantity=2,buyerId=BUYER-123;productModel=MODEL-ZX;quantity=2,CreateOrder,CreateOrder,True,True,True,False,True,False
Place an order for MBR-09: 1 unit of SHOE-RED.,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=MBR-09;productId=SHOE-RED;quantity=1,productId=MBR-09;quantity=1;item=SHOE-RED,CreateOrder,CreateOrder,True,True,True,False,True,False
Put through 10 x ITEM-BULK on account CORP-007.,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=CORP-007;productId=ITEM-BULK;quantity=10,account=CORP-007;quantity=10;item=ITEM-BULK,CreateOrder,CreateOrder,True,True,True,False,True,False
Set up a cart for USER-X44 containing 6 of ELEC-90.,Order,Product,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=USER-X44;productId=ELEC-90;quantity=6,userId=USER-X44;productId=ELEC-90;quantity=6,CreateOrder,CreateOrder,False,True,True,True,True,False
Have 3 of TABLET-NEW sent to account ACC-66.,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=ACC-66;productId=TABLET-NEW;quantity=3,product=TABLET-NEW;quantity=3;account=ACC-66,CreateOrder,CreateOrder,True,True,True,False,True,False
"For UID-2048, make the system buy 1 of CAMERA-4K.",Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=UID-2048;productId=CAMERA-4K;quantity=1,productId=CAMERA-4K;quantity=1;userId=UID-2048,CreateOrder,CreateOrder,True,True,True,True,True,True
Cancel my order ORD-3391.,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=ORD-3391,orderId=ORD-3391,CancelOrder,CancelOrder,True,True,True,True,True,True
I need to cancel order ID ORDER-8820.,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=ORDER-8820,orderId=ORDER-8820,CancelOrder,CancelOrder,True,True,True,True,True,True
Please cancel the purchase with order code OC-5544.,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=OC-5544,orderCode=OC-5544,CancelOrder,CancelOrder,True,True,True,False,True,False
Cancel order ORD-7001 before it ships.,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=ORD-7001,orderId=ORD-7001,CancelOrder,CancelOrder,True,True,True,True,True,True
Void and cancel order number REF-1129.,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=REF-1129,orderNumber=REF-1129,CancelOrder,CancelOrder,True,True,True,False,True,False
I changed my mind; cancel purchase order 993-XY.,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=993-XY,orderId=993-XY,CancelOrder,CancelOrder,True,True,True,True,True,True
"Cancel the order I placed, CART-55K.",Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=CART-55K,orderId=CART-55K,CancelOrder,CancelOrder,True,True,True,True,True,True
Please cancel order ORD-20001 from processing.,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=ORD-20001,orderId=ORD-20001,CancelOrder,CancelOrder,True,True,True,True,True,True
Do not let order BILL-3320 go out.,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=BILL-3320,orderId=BILL-3320,CancelOrder,CancelOrder,True,True,True,True,True,True
Block shipment for PO-4488; I do not want it.,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=PO-4488,orderId=PO-4488,CancelOrder,CancelOrder,True,True,True,True,True,True
I made a mistake with TXN-662; please make it go away.,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=TXN-662,orderId=TXN-662,CancelOrder,CancelOrder,True,True,True,True,True,True
"Before dispatch, OID-1192 should not continue.",Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=OID-1192,orderId=OID-1192,CancelOrder,CancelOrder,True,True,True,True,True,True
Track order ORD-4422.,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=ORD-4422,orderId=ORD-4422,TrackOrder,TrackOrder,True,True,True,True,True,True
Where is my order ORDER-5510 right now?,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=ORDER-5510,orderId=ORDER-5510,TrackOrder,TrackOrder,True,True,True,True,True,True
Show tracking info for order TRK-8821.,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=TRK-8821,orderId=TRK-8821,TrackOrder,TrackOrder,True,True,True,True,True,True
Check the delivery status of order ORD-4400.,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=ORD-4400,orderId=ORD-4400,TrackOrder,TrackOrder,True,True,True,True,True,True
Track the package for order REF-9902.,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=REF-9902,orderId=REF-9902,TrackOrder,TrackOrder,True,True,True,True,True,True
Where is my package for order SHIP-7731?,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=SHIP-7731,orderId=SHIP-7731,TrackOrder,TrackOrder,True,True,True,True,True,True
Track order ORDER-6612; has it shipped yet?,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=ORDER-6612,orderId=ORDER-6612,TrackOrder,TrackOrder,True,True,True,True,True,True
Tell me the tracking progress for order TXN-441.,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=TXN-441,orderId=TXN-441,TrackOrder,TrackOrder,True,True,True,True,True,True
When will PKG-0099 arrive?,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=PKG-0099,orderId=PKG-0099,TrackOrder,TrackOrder,True,True,True,True,True,True
Give me the latest delivery update on ORD-11230.,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=ORD-11230,orderId=ORD-11230,TrackOrder,TrackOrder,True,True,True,True,True,True
Is PCKG-3301 close to my address yet?,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=PCKG-3301,orderId=PCKG-3301;address=UNKNOWN,TrackOrder,TrackOrder,True,True,True,True,True,True
What is happening with the parcel CART-880 now?,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=CART-880,orderId=CART-880,TrackOrder,TrackOrder,True,True,True,True,True,True
Return order ORD-5521 because arrived damaged.,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=ORD-5521;reason=arrived damaged,orderId=ORD-5521;reason=damaged,ReturnOrder,ReturnOrder,True,True,True,False,True,False
Initiate a return for order REF-7701.,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=REF-7701,orderId=REF-7701,ReturnOrder,ReturnOrder,True,True,True,True,True,True
Please process a return for purchase order RTN-1109 because wrong item delivered.,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=RTN-1109;reason=wrong item delivered,orderId=RTN-1109;reason=wrong item delivered,ReturnOrder,ReturnOrder,True,True,True,True,True,True
I want to return order ORD-4455 because doesn't fit.,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=ORD-4455;reason=doesn't fit,orderId=ORD-4455,ReturnOrder,ReturnOrder,True,True,True,False,True,False
Start a return request for order TXN-8804.,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=TXN-8804,orderId=TXN-8804,ReturnOrder,ReturnOrder,True,True,True,True,True,True
I need to return purchase ORD-3300 because poor quality.,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=ORD-3300;reason=poor quality,orderId=ORD-3300;reason=poor quality,ReturnOrder,ReturnOrder,True,True,True,True,True,True
Can you create a return for order CART-220 because not satisfied?,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=CART-220;reason=not satisfied,orderId=CART-220,ReturnOrder,ReturnOrder,True,True,True,False,True,False
Return order ID PKG-5599 for me.,Order,Order,ReturnOrder,GetOrderDetails,/orders/return,/orders/details,orderId=PKG-5599,orderId=PKG-5599,ReturnOrder,GetOrderDetails,True,False,False,True,False,False
This purchase ORD-7762 needs to go back due to defective item.,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=ORD-7762;reason=defective item,orderId=ORD-7762,ReturnOrder,ReturnOrder,True,True,True,False,True,False
I cannot keep BILL-990 since it is not as described.,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=BILL-990;reason=not as described,orderId=BILL-990,ReturnOrder,ReturnOrder,True,True,True,False,True,False
Help me undo delivery ORD-13001.,Order,Order,ReturnOrder,CancelOrder,/orders/return,/orders/cancel,orderId=ORD-13001,orderId=ORD-13001,ReturnOrder,CancelOrder,True,False,False,True,False,False
The item from SHIP-554 is not staying with me - no longer needed.,Order,Order,ReturnOrder,CancelOrder,/orders/return,/orders/cancel,orderId=SHIP-554;reason=no longer needed,orderId=SHIP-554,ReturnOrder,CancelOrder,True,False,False,False,False,False
Show me the order details for ORD-8810.,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=ORD-8810,orderId=ORD-8810,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True
What is in order ORDER-9921?,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=ORDER-9921,orderId=ORDER-9921,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True
Give me the full information for order ORD-4450.,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=ORD-4450,orderId=ORD-4450,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True
Display the order details and summary for REF-5513.,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=REF-5513,order_id=REF-5513,GetOrderDetails,GetOrderDetails,True,True,True,False,True,False
Fetch order details for TXN-7721.,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=TXN-7721,orderId=TXN-7721,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True
Show order information for what I bought in CART-9902.,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=CART-9902,orderId=CART-9902,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True
List the order details for items included in PKG-1103.,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=PKG-1103,orderId=PKG-1103,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True
Pull up the order information for BILL-0055.,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=BILL-0055,orderId=BILL-0055,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True
I want to review purchase ORD-2281.,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=ORD-2281,orderId=ORD-2281,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True
What did SHIP-7700 contain?,Order,Product,GetOrderDetails,GetProductDetails,/orders/details,/products/details,orderId=SHIP-7700,productId=SHIP-7700,GetOrderDetails,GetProductDetails,False,False,False,False,False,False
Remind me what was purchased under ORD-22099.,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=ORD-22099,orderId=ORD-22099,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True
