query,matched_query,similarity_score,true_domain,pred_domain,true_intent,pred_intent,true_endpoint,pred_endpoint,true_parameters,pred_parameters,true_ontology,pred_ontology,domain_correct,intent_correct,endpoint_correct,parameter_correct,ontology_correct,full_correct
Find hotels in Paris for 3 nights starting June 20.,Find flights from London to Paris on June 25.,0.5956261157989502,Travel,Travel,SearchHotel,SearchFlight,/travel/hotels/search,/travel/flights/search,city=Paris;checkIn=June 20;nights=3,from=UNKNOWN;to=UNKNOWN;date=UNKNOWN,SearchHotel,SearchFlight,True,False,False,False,False,False
Search hotel options in Tokyo from July 5 for 7 nights.,Please book hotel HTL-330 under Yuki Nakamura for 5 nights.,0.6496614813804626,Travel,Travel,SearchHotel,BookHotel,/travel/hotels/search,/travel/hotels/book,city=Tokyo;checkIn=July 5;nights=7,hotelId=UNKNOWN;guestName=UNKNOWN;nights=7,SearchHotel,BookHotel,True,False,False,False,False,False
Show available hotels in Dubai checking in August 10 for 5 nights.,Find hotels in Paris for 3 nights starting June 20.,0.5763506889343262,Travel,Travel,SearchHotel,SearchHotel,/travel/hotels/search,/travel/hotels/search,city=Dubai;checkIn=August 10;nights=5,city=Dubai;checkIn=UNKNOWN;nights=5,SearchHotel,SearchHotel,True,True,True,False,True,False
I need a hotel in New York from next Monday for 2 nights.,What hotel options are open in Istanbul on this Friday for 5 nights?,0.6019578576087952,Travel,Travel,SearchHotel,SearchHotel,/travel/hotels/search,/travel/hotels/search,city=New York;checkIn=next Monday;nights=2,city=New York;checkIn=next Monday;nights=2,SearchHotel,SearchHotel,True,True,True,True,True,True
Look up hotel availability in Barcelona beginning September 1 for 4 nights.,Find hotels in Paris for 3 nights starting June 20.,0.5946565866470337,Travel,Travel,SearchHotel,SearchHotel,/travel/hotels/search,/travel/hotels/search,city=Barcelona;checkIn=September 1;nights=4,city=Barcelona;checkIn=UNKNOWN;nights=4,SearchHotel,SearchHotel,True,True,True,False,True,False
Any hotel rooms in Rome from October 10 for 6 nights?,What hotel options are open in Istanbul on this Friday for 5 nights?,0.6531751155853271,Travel,Travel,SearchHotel,SearchHotel,/travel/hotels/search,/travel/hotels/search,city=Rome;checkIn=October 10;nights=6,city=Rome;checkIn=UNKNOWN;nights=6,SearchHotel,SearchHotel,True,True,True,False,True,False
"Check hotel stays in Singapore, starting November 15, for 3 nights.",Search hotel options in Tokyo from July 5 for 7 nights.,0.5869764089584351,Travel,Travel,SearchHotel,SearchHotel,/travel/hotels/search,/travel/hotels/search,city=Singapore;checkIn=November 15;nights=3,city=Singapore;checkIn=UNKNOWN;nights=3,SearchHotel,SearchHotel,True,True,True,False,True,False
What hotel options are open in Istanbul on this Friday for 5 nights?,Any hotel rooms in Rome from October 10 for 6 nights?,0.6531751155853271,Travel,Travel,SearchHotel,SearchHotel,/travel/hotels/search,/travel/hotels/search,city=Istanbul;checkIn=this Friday;nights=5,city=Istanbul;checkIn=Friday;nights=5,SearchHotel,SearchHotel,True,True,True,False,True,False
Any rooms around Bali for 10 nights after December 23?,Any hotel rooms in Rome from October 10 for 6 nights?,0.6338949203491211,Travel,Travel,SearchHotel,SearchHotel,/travel/hotels/search,/travel/hotels/search,city=Bali;checkIn=December 23;nights=10,city=UNKNOWN;checkIn=UNKNOWN;nights=10,SearchHotel,SearchHotel,True,True,True,False,True,False
Where can I sleep in Amsterdam from January 3 for 2 nights?,Give me a quick read on conditions around Amsterdam.,0.6387247443199158,Travel,Weather,SearchHotel,GetCurrentWeather,/travel/hotels/search,/weather/current,city=Amsterdam;checkIn=January 3;nights=2,city=Amsterdam,SearchHotel,GetCurrentWeather,False,False,False,False,False,False
"Help me sort lodging in Sydney, March 15, for 8 nights.",Any rooms around Bali for 10 nights after December 23?,0.5392618179321289,Travel,Travel,SearchHotel,SearchHotel,/travel/hotels/search,/travel/hotels/search,city=Sydney;checkIn=March 15;nights=8,city=Sydney;checkIn=UNKNOWN;nights=8,SearchHotel,SearchHotel,True,True,True,False,True,False
I need somewhere in Marrakech for 4 nights beginning April 5.,Any rooms around Bali for 10 nights after December 23?,0.5261930227279663,Travel,Travel,SearchHotel,SearchHotel,/travel/hotels/search,/travel/hotels/search,city=Marrakech;checkIn=April 5;nights=4,city=UNKNOWN;checkIn=UNKNOWN;nights=4,SearchHotel,SearchHotel,True,True,True,False,True,False
Book hotel H-5520 for James Miller for 3 nights.,Please book hotel HTL-330 under Yuki Nakamura for 5 nights.,0.6668434143066406,Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=H-5520;guestName=James Miller;nights=3,hotelId=UNKNOWN;guestName=UNKNOWN;nights=3,BookHotel,BookHotel,True,True,True,False,True,False
Reserve hotel GRAND-09 for Ana Petrova for 2 nights.,I want to reserve hotel PLAZA-77 for Leila Ahmadi for 7 nights.,0.620847225189209,Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=GRAND-09;guestName=Ana Petrova;nights=2,hotelId=UNKNOWN;guestName=UNKNOWN;nights=2,BookHotel,BookHotel,True,True,True,False,True,False
Please book hotel HTL-330 under Yuki Nakamura for 5 nights.,Book hotel H-5520 for James Miller for 3 nights.,0.6668434143066406,Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=HTL-330;guestName=Yuki Nakamura;nights=5,hotelId=UNKNOWN;guestName=UNKNOWN;nights=5,BookHotel,BookHotel,True,True,True,False,True,False
Confirm the hotel booking at AZURE-12 for Michael Brown for 1 night.,Please book hotel HTL-330 under Yuki Nakamura for 5 nights.,0.5761816501617432,Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=AZURE-12;guestName=Michael Brown;nights=1,hotelId=UNKNOWN;guestName=UNKNOWN;nights=1,BookHotel,BookHotel,True,True,True,False,True,False
I want to reserve hotel PLAZA-77 for Leila Ahmadi for 7 nights.,Reserve hotel GRAND-09 for Ana Petrova for 2 nights.,0.620847225189209,Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=PLAZA-77;guestName=Leila Ahmadi;nights=7,hotelId=UNKNOWN;guestName=UNKNOWN;nights=7,BookHotel,BookHotel,True,True,True,False,True,False
Can you book hotel HILTON-X for guest Daniel Kim for 4 nights?,Please book hotel HTL-330 under Yuki Nakamura for 5 nights.,0.6291751861572266,Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=HILTON-X;guestName=Daniel Kim;nights=4,hotelId=UNKNOWN;guestName=Daniel Kim;nights=4,BookHotel,BookHotel,True,True,True,False,True,False
"Reserve hotel RESORT-88; guest name Sophie Martin, stay length 6 nights.",Reserve hotel GRAND-09 for Ana Petrova for 2 nights.,0.6193466782569885,Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=RESORT-88;guestName=Sophie Martin;nights=6,hotelId=UNKNOWN;guestName=UNKNOWN;nights=6,BookHotel,BookHotel,True,True,True,False,True,False
Book hotel INN-200 so Ravi Patel has it for 3 nights.,Book hotel H-5520 for James Miller for 3 nights.,0.6141053438186646,Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=INN-200;guestName=Ravi Patel;nights=3,hotelId=UNKNOWN;guestName=UNKNOWN;nights=3,BookHotel,BookHotel,True,True,True,False,True,False
"Hold a room at SUITES-55 for Elena Popescu, 2 nights.",Reserve hotel GRAND-09 for Ana Petrova for 2 nights.,0.5677408576011658,Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=SUITES-55;guestName=Elena Popescu;nights=2,hotelId=UNKNOWN;guestName=UNKNOWN;nights=2,BookHotel,BookHotel,True,True,True,False,True,False
Finalize Chris Evans's stay at BEACH-40 for 10 nights.,Confirm the hotel booking at AZURE-12 for Michael Brown for 1 night.,0.4632505178451538,Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=BEACH-40;guestName=Chris Evans;nights=10,hotelId=UNKNOWN;guestName=UNKNOWN;nights=10,BookHotel,BookHotel,True,True,True,False,True,False
Make sure Amara Diallo has lodging at MANOR-15 for 3 nights.,Book hotel INN-200 so Ravi Patel has it for 3 nights.,0.5003265142440796,Travel,Travel,BookHotel,BookHotel,/travel/hotels/book,/travel/hotels/book,hotelId=MANOR-15;guestName=Amara Diallo;nights=3,hotelId=UNKNOWN;guestName=UNKNOWN;nights=3,BookHotel,BookHotel,True,True,True,False,True,False
Lock in VISTA-22 for Omar Hassan over 5 nights.,Book flight QR100 and put Omar Abdullah on it.,0.433937668800354,Travel,Travel,BookHotel,BookFlight,/travel/hotels/book,/travel/flights/book,hotelId=VISTA-22;guestName=Omar Hassan;nights=5,flightId=UNKNOWN;passengerName=UNKNOWN,BookHotel,BookFlight,True,False,False,False,False,False
Search product options for wireless headphones under $100.,What product options do you have for noise-cancelling earbuds in electronics?,0.5097265243530273,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=wireless headphones;maxPrice=100,keyword=headphones,SearchProduct,SearchProduct,True,True,True,False,True,False
Find me product results for running shoes in sports.,Show the tradeoffs between SHOE-RED and SHOE-BLUE.,0.4266018867492676,Product,Product,SearchProduct,CompareProducts,/products/search,/products/compare,keyword=running shoes;category=sports,productId1=UNKNOWN;productId2=UNKNOWN,SearchProduct,CompareProducts,True,False,False,False,False,False
Show products matching laptop under $800.,Show the product difference between LAPTOP-A and LAPTOP-B.,0.5979263782501221,Product,Product,SearchProduct,CompareProducts,/products/search,/products/compare,keyword=laptop;maxPrice=800,productId1=UNKNOWN;productId2=UNKNOWN,SearchProduct,CompareProducts,True,False,False,False,False,False
Look up product listings for coffee maker in kitchen.,Point me toward decent robot vacuum cleaner.,0.25111114978790283,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=coffee maker;category=kitchen,keyword=UNKNOWN,SearchProduct,SearchProduct,True,True,True,False,True,False
Browse products for yoga mat under $50.,Pull up product matches for ergonomic office desk under $300.,0.45795732736587524,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=yoga mat;maxPrice=50,keyword=UNKNOWN,SearchProduct,SearchProduct,True,True,True,False,True,False
I am looking for product choices: gaming chair.,Browse products for yoga mat under $50.,0.4189513921737671,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=gaming chair,keyword=chair,SearchProduct,SearchProduct,True,True,True,False,True,False
What product options do you have for noise-cancelling earbuds in electronics?,Search product options for wireless headphones under $100.,0.5097265243530273,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=noise-cancelling earbuds;category=electronics,keyword=UNKNOWN;category=electronics,SearchProduct,SearchProduct,True,True,True,False,True,False
Pull up product matches for ergonomic office desk under $300.,Show products matching laptop under $800.,0.47542044520378113,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=ergonomic office desk;maxPrice=300,keyword=UNKNOWN,SearchProduct,SearchProduct,True,True,True,False,True,False
Help me shop for winter jacket in clothing.,Do I need a jacket if I am going out in Singapore now?,0.42206987738609314,Product,Weather,SearchProduct,GetCurrentWeather,/products/search,/weather/current,keyword=winter jacket;category=clothing,city=UNKNOWN,SearchProduct,GetCurrentWeather,False,False,False,False,False,False
Can you show alternatives for portable Bluetooth speaker?,Search product options for wireless headphones under $100.,0.4550236165523529,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=portable Bluetooth speaker,keyword=UNKNOWN,SearchProduct,SearchProduct,True,True,True,False,True,False
I need ideas for buying vitamin supplement in health under $30.,Browse products for yoga mat under $50.,0.3596235513687134,Product,Product,SearchProduct,SearchProduct,/products/search,/products/search,keyword=vitamin supplement;category=health;maxPrice=30,keyword=UNKNOWN,SearchProduct,SearchProduct,True,True,True,False,True,False
Point me toward decent robot vacuum cleaner.,Does VACUUM-3000 have happy owners or complaints?,0.4359995722770691,Product,Product,SearchProduct,GetProductReviews,/products/search,/products/reviews,keyword=robot vacuum cleaner,productId=UNKNOWN,SearchProduct,GetProductReviews,True,False,False,False,False,False
Give me the product details for P-1023.,Show me the product reviews for P-1023.,0.7940373420715332,Product,Product,GetProductDetails,GetProductReviews,/products/details,/products/reviews,productId=P-1023,productId=UNKNOWN,GetProductDetails,GetProductReviews,True,False,False,False,False,False
Show full information for product SKU-44891.,Check availability for product SKU-77892.,0.648191511631012,Product,Product,GetProductDetails,CheckProductAvailability,/products/details,/products/availability,productId=SKU-44891,productId=UNKNOWN,GetProductDetails,CheckProductAvailability,True,False,False,False,False,False
What are the product specs and details for PROD-772?,What are the reviews saying about product PROD-887?,0.6085623502731323,Product,Product,GetProductDetails,GetProductReviews,/products/details,/products/reviews,productId=PROD-772,productId=UNKNOWN,GetProductDetails,GetProductReviews,True,False,False,False,False,False
Fetch product information for B00X9QH3EY.,Show full information for product SKU-44891.,0.6445422172546387,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=B00X9QH3EY,productId=UNKNOWN,GetProductDetails,GetProductDetails,True,True,True,False,True,False
Open the details page for product ABC-990.,Show full information for product SKU-44891.,0.5934078693389893,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=ABC-990,productId=UNKNOWN,GetProductDetails,GetProductDetails,True,True,True,False,True,False
Tell me the product information listed for ITEM-33052.,Show full information for product SKU-44891.,0.6163787841796875,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=ITEM-33052,productId=UNKNOWN,GetProductDetails,GetProductDetails,True,True,True,False,True,False
I need details about product GADGET-7.,Open the review section for product GADGET-9.,0.6215134263038635,Product,Product,GetProductDetails,GetProductReviews,/products/details,/products/reviews,productId=GADGET-7,productId=UNKNOWN,GetProductDetails,GetProductReviews,True,False,False,False,False,False
Pull up product details and specs for ZXY-001.,Give me the product details for P-1023.,0.4846612811088562,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=ZXY-001,productId=UNKNOWN,GetProductDetails,GetProductDetails,True,True,True,False,True,False
Let me inspect item CAT-5580 before buying.,The item from SHIP-554 is not staying with me - no longer needed.,0.4706231951713562,Product,Order,GetProductDetails,ReturnOrder,/products/details,/orders/return,productId=CAT-5580,orderId=UNKNOWN,GetProductDetails,ReturnOrder,False,False,False,False,False,False
Give me the full rundown on PR-4455.,Show me the product reviews for P-1023.,0.40501075983047485,Product,Product,GetProductDetails,GetProductReviews,/products/details,/products/reviews,productId=PR-4455,productId=UNKNOWN,GetProductDetails,GetProductReviews,True,False,False,False,False,False
"Before I decide, what is TECH-2210 exactly?",Give me the product details for P-1023.,0.48118436336517334,Product,Product,GetProductDetails,GetProductDetails,/products/details,/products/details,productId=TECH-2210,productId=UNKNOWN,GetProductDetails,GetProductDetails,True,True,True,False,True,False
Show what comes with MODEL-X99.,Create a purchase for BUYER-123: 2 pieces of MODEL-ZX.,0.49293506145477295,Product,Order,GetProductDetails,CreateOrder,/products/details,/orders/create,productId=MODEL-X99,userId=UNKNOWN;productId=UNKNOWN;quantity=UNKNOWN,GetProductDetails,CreateOrder,False,False,False,False,False,False
Compare product P-100 and product P-200.,Compare the features of PROD-300 versus PROD-400.,0.6156619787216187,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=P-100;productId2=P-200,productId1=UNKNOWN;productId2=UNKNOWN,CompareProducts,CompareProducts,True,True,True,False,True,False
Compare product SKU-A001 with product SKU-B002.,Show full information for product SKU-44891.,0.591521680355072,Product,Product,CompareProducts,GetProductDetails,/products/compare,/products/details,productId1=SKU-A001;productId2=SKU-B002,productId=UNKNOWN,CompareProducts,GetProductDetails,True,False,False,False,False,False
What is the difference between product ITEM-55 and product ITEM-66?,"If I can only buy one, TV-50 or TV-65, what differs?",0.5712324976921082,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=ITEM-55;productId2=ITEM-66,productId1=UNKNOWN;productId2=UNKNOWN,CompareProducts,CompareProducts,True,True,True,False,True,False
Compare the features of PROD-300 versus PROD-400.,Compare product P-100 and product P-200.,0.6156619787216187,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=PROD-300;productId2=PROD-400,productId1=UNKNOWN;productId2=UNKNOWN,CompareProducts,CompareProducts,True,True,True,False,True,False
Compare the product features of GAD-X1 and GAD-X2.,Compare product SKU-A001 with product SKU-B002.,0.5893813371658325,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=GAD-X1;productId2=GAD-X2,productId1=UNKNOWN;productId2=UNKNOWN,CompareProducts,CompareProducts,True,True,True,False,True,False
Can you compare M-Alpha with M-Beta?,Compare product P-100 and product P-200.,0.38706690073013306,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=M-Alpha;productId2=M-Beta,productId1=UNKNOWN;productId2=UNKNOWN,CompareProducts,CompareProducts,True,True,True,False,True,False
Show the product difference between LAPTOP-A and LAPTOP-B.,Show products matching laptop under $800.,0.5979263782501221,Product,Product,CompareProducts,SearchProduct,/products/compare,/products/search,productId1=LAPTOP-A;productId2=LAPTOP-B,keyword=laptop,CompareProducts,SearchProduct,True,False,False,False,False,False
Help me compare product IDs PH-1 and PH-2.,Compare product P-100 and product P-200.,0.5418943762779236,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=PH-1;productId2=PH-2,productId1=UNKNOWN;productId2=UNKNOWN,CompareProducts,CompareProducts,True,True,True,False,True,False
How does CAM-100 stack up against CAM-200?,Compare the features of PROD-300 versus PROD-400.,0.43809062242507935,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=CAM-100;productId2=CAM-200,productId1=UNKNOWN;productId2=UNKNOWN,CompareProducts,CompareProducts,True,True,True,False,True,False
Show the tradeoffs between SHOE-RED and SHOE-BLUE.,Place an order for MBR-09: 1 unit of SHOE-RED.,0.574989914894104,Product,Order,CompareProducts,CreateOrder,/products/compare,/orders/create,productId1=SHOE-RED;productId2=SHOE-BLUE,userId=UNKNOWN;productId=UNKNOWN;quantity=UNKNOWN,CompareProducts,CreateOrder,False,False,False,False,False,False
I am torn between HDP-1 and HDP-2; help me decide.,Compare the features of PROD-300 versus PROD-400.,0.4189085364341736,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=HDP-1;productId2=HDP-2,productId1=UNKNOWN;productId2=UNKNOWN,CompareProducts,CompareProducts,True,True,True,False,True,False
"If I can only buy one, TV-50 or TV-65, what differs?",What is the difference between product ITEM-55 and product ITEM-66?,0.5712324976921082,Product,Product,CompareProducts,CompareProducts,/products/compare,/products/compare,productId1=TV-50;productId2=TV-65,productId1=UNKNOWN;productId2=UNKNOWN,CompareProducts,CompareProducts,True,True,True,False,True,False
Is product P-1023 currently available?,Give me the product details for P-1023.,0.7922555208206177,Product,Product,CheckProductAvailability,GetProductDetails,/products/availability,/products/details,productId=P-1023,productId=UNKNOWN,CheckProductAvailability,GetProductDetails,True,False,False,False,False,False
Check availability for product SKU-77892.,Show full information for product SKU-44891.,0.648191511631012,Product,Product,CheckProductAvailability,GetProductDetails,/products/availability,/products/details,productId=SKU-77892,productId=UNKNOWN,CheckProductAvailability,GetProductDetails,True,False,False,False,False,False
Is item PROD-550 in stock right now?,"Can product LAPTOP-PRO still be ordered, is it available?",0.5726784467697144,Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=PROD-550,productId=UNKNOWN,CheckProductAvailability,CheckProductAvailability,True,True,True,False,True,False
Show the stock status and availability for product ITEM-9900.,Open the details page for product ABC-990.,0.5742709040641785,Product,Product,CheckProductAvailability,GetProductDetails,/products/availability,/products/details,productId=ITEM-9900,productId=UNKNOWN,CheckProductAvailability,GetProductDetails,True,False,False,False,False,False
Verify product availability for GADGET-42.,I need details about product GADGET-7.,0.5245417356491089,Product,Product,CheckProductAvailability,GetProductDetails,/products/availability,/products/details,productId=GADGET-42,productId=UNKNOWN,CheckProductAvailability,GetProductDetails,True,False,False,False,False,False
"Can product LAPTOP-PRO still be ordered, is it available?",Is item PROD-550 in stock right now?,0.5726784467697144,Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=LAPTOP-PRO,productId=UNKNOWN,CheckProductAvailability,CheckProductAvailability,True,True,True,False,True,False
Do you have product MODEL-ZZ in stock?,Create a purchase for BUYER-123: 2 pieces of MODEL-ZX.,0.6305975914001465,Product,Order,CheckProductAvailability,CreateOrder,/products/availability,/orders/create,productId=MODEL-ZZ,userId=UNKNOWN;productId=UNKNOWN;quantity=UNKNOWN,CheckProductAvailability,CreateOrder,False,False,False,False,False,False
"Before I visit the store, see if product SNEAKER-X is available.",Give me user reviews on product SNEAKER-PRO.,0.5455624461174011,Product,Product,CheckProductAvailability,GetProductReviews,/products/availability,/products/reviews,productId=SNEAKER-X,productId=UNKNOWN,CheckProductAvailability,GetProductReviews,True,False,False,False,False,False
Tell me whether BOOK-1010 is still being sold.,Is product P-1023 currently available?,0.5481168031692505,Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=BOOK-1010,productId=UNKNOWN,CheckProductAvailability,CheckProductAvailability,True,True,True,False,True,False
Is HEADSET-PRO ready to ship?,Is item PROD-550 in stock right now?,0.5542330741882324,Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=HEADSET-PRO,productId=UNKNOWN,CheckProductAvailability,CheckProductAvailability,True,True,True,False,True,False
Would checkout work for CAMERA-4K today?,"For UID-2048, make the system buy 1 of CAMERA-4K.",0.5169671177864075,Product,Order,CheckProductAvailability,CreateOrder,/products/availability,/orders/create,productId=CAMERA-4K,userId=UNKNOWN;productId=UNKNOWN;quantity=UNKNOWN,CheckProductAvailability,CreateOrder,False,False,False,False,False,False
Can I actually buy WATCH-S5 now?,"Can product LAPTOP-PRO still be ordered, is it available?",0.4750780165195465,Product,Product,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,productId=WATCH-S5,productId=UNKNOWN,CheckProductAvailability,CheckProductAvailability,True,True,True,False,True,False
Show me the product reviews for P-1023.,Give me the product details for P-1023.,0.7940373420715332,Product,Product,GetProductReviews,GetProductDetails,/products/reviews,/products/details,productId=P-1023,productId=UNKNOWN,GetProductReviews,GetProductDetails,True,False,False,False,False,False
Fetch customer reviews for product SKU-55009.,Display reviews and ratings for product ITEM-340.,0.6085212230682373,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=SKU-55009,productId=UNKNOWN,GetProductReviews,GetProductReviews,True,True,True,False,True,False
What are the reviews saying about product PROD-887?,What are the product specs and details for PROD-772?,0.6085623502731323,Product,Product,GetProductReviews,GetProductDetails,/products/reviews,/products/details,productId=PROD-887,productId=UNKNOWN,GetProductReviews,GetProductDetails,True,False,False,False,False,False
Display reviews and ratings for product ITEM-340.,Fetch customer reviews for product SKU-55009.,0.6085212230682373,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=ITEM-340,productId=UNKNOWN,GetProductReviews,GetProductReviews,True,True,True,False,True,False
Open the review section for product GADGET-9.,I need details about product GADGET-7.,0.6215134263038635,Product,Product,GetProductReviews,GetProductDetails,/products/reviews,/products/details,productId=GADGET-9,productId=UNKNOWN,GetProductReviews,GetProductDetails,True,False,False,False,False,False
What do customers say in reviews for product LAPTOP-ULTRA?,Show products matching laptop under $800.,0.52987140417099,Product,Product,GetProductReviews,SearchProduct,/products/reviews,/products/search,productId=LAPTOP-ULTRA,keyword=laptop,GetProductReviews,SearchProduct,True,False,False,False,False,False
Are buyers happy with product MODEL-K20? Show reviews.,Give me user reviews on product SNEAKER-PRO.,0.505678653717041,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=MODEL-K20,productId=UNKNOWN,GetProductReviews,GetProductReviews,True,True,True,False,True,False
Give me user reviews on product SNEAKER-PRO.,What are the reviews saying about product PROD-887?,0.5905771255493164,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=SNEAKER-PRO,productId=UNKNOWN,GetProductReviews,GetProductReviews,True,True,True,False,True,False
How is HEADPHONE-360 rated by people who bought it?,"Before buying CAMERA-DSLR, what is the crowd verdict?",0.4082982540130615,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=HEADPHONE-360,productId=UNKNOWN,GetProductReviews,GetProductReviews,True,True,True,False,True,False
Let me see opinions from owners of TABLET-8.,What are the reviews saying about product PROD-887?,0.48508578538894653,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=TABLET-8,productId=UNKNOWN,GetProductReviews,GetProductReviews,True,True,True,False,True,False
"Before buying CAMERA-DSLR, what is the crowd verdict?",How is HEADPHONE-360 rated by people who bought it?,0.4082982540130615,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=CAMERA-DSLR,productId=UNKNOWN,GetProductReviews,GetProductReviews,True,True,True,False,True,False
Does VACUUM-3000 have happy owners or complaints?,Are buyers happy with product MODEL-K20? Show reviews.,0.4964030981063843,Product,Product,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,productId=VACUUM-3000,productId=UNKNOWN,GetProductReviews,GetProductReviews,True,True,True,False,True,False
Create an order for 2 units of PROD-001 for user U-555.,Create order for 3 units of ITEM-770 for account USER-33.,0.5690556764602661,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=U-555;productId=PROD-001;quantity=2,userId=UNKNOWN;productId=UNKNOWN;quantity=2,CreateOrder,CreateOrder,True,True,True,False,True,False
Place an order for user ACC-102: 1 of SKU-840.,Start and create a new order for user ACCT-500 with 1 of LAPTOP-22.,0.5734800100326538,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=ACC-102;productId=SKU-840;quantity=1,userId=UNKNOWN;productId=UNKNOWN;quantity=UNKNOWN,CreateOrder,CreateOrder,True,True,True,False,True,False
Create order for 3 units of ITEM-770 for account USER-33.,Create an order for 2 units of PROD-001 for user U-555.,0.5690556764602661,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=USER-33;productId=ITEM-770;quantity=3,userId=UNKNOWN;productId=UNKNOWN;quantity=3,CreateOrder,CreateOrder,True,True,True,False,True,False
Place a purchase order for 5 of GADGET-X under U-987.,Open the review section for product GADGET-9.,0.5839459300041199,Order,Product,CreateOrder,GetProductReviews,/orders/create,/products/reviews,userId=U-987;productId=GADGET-X;quantity=5,productId=UNKNOWN,CreateOrder,GetProductReviews,False,False,False,False,False,False
Start and create a new order for user ACCT-500 with 1 of LAPTOP-22.,Place an order for user ACC-102: 1 of SKU-840.,0.5734800100326538,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=ACCT-500;productId=LAPTOP-22;quantity=1,userId=UNKNOWN;productId=UNKNOWN;quantity=UNKNOWN,CreateOrder,CreateOrder,True,True,True,False,True,False
I want to place an order for 4 of BOOK-55 for user USR-77.,Pull up the order information for BILL-0055.,0.556289792060852,Order,Order,CreateOrder,GetOrderDetails,/orders/create,/orders/details,userId=USR-77;productId=BOOK-55;quantity=4,orderId=UNKNOWN,CreateOrder,GetOrderDetails,True,False,False,False,False,False
Create a purchase for BUYER-123: 2 pieces of MODEL-ZX.,Do you have product MODEL-ZZ in stock?,0.6305975914001465,Order,Product,CreateOrder,CheckProductAvailability,/orders/create,/products/availability,userId=BUYER-123;productId=MODEL-ZX;quantity=2,productId=UNKNOWN,CreateOrder,CheckProductAvailability,False,False,False,False,False,False
Place an order for MBR-09: 1 unit of SHOE-RED.,Show the tradeoffs between SHOE-RED and SHOE-BLUE.,0.574989914894104,Order,Product,CreateOrder,CompareProducts,/orders/create,/products/compare,userId=MBR-09;productId=SHOE-RED;quantity=1,productId1=UNKNOWN;productId2=UNKNOWN,CreateOrder,CompareProducts,False,False,False,False,False,False
